Published_Year,Assembly_Accession,Organism_Name,Species,Genus,Family,Order,Class,Phylum
2014,GCF_000706665.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2014,GCF_000738445.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2014,GCF_000738475.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2014,GCF_000756525.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2014,GCF_000756545.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2014,GCF_000786505.1,Mycobacterium tuberculosis 49-02,1773,1763,1762,85007,1760,201174
2014,GCF_000828995.1,Mycobacterium tuberculosis str. Kurono,1773,1763,1762,85007,1760,201174
2014,GCF_000317305.3,Mycolicibacterium neoaurum VKM Ac-1815D,1795,1866885,1762,85007,1760,201174
2014,GCF_000739085.1,Amycolatopsis methanolica 239,1814,1813,2070,85010,1760,201174
2014,GCF_000761215.1,Streptomyces glaucescens,1907,1883,2062,85011,1760,201174
2014,GCF_000739105.1,Streptomyces lividans TK24,1916,1883,2062,85011,1760,201174
2014,GCF_000785495.1,Pimelobacter simplex,2045,2044,85015,85009,1760,201174
2014,GCF_000952915.1,Mycoplasma capricolum subsp. capripneumoniae,2095,2093,2092,2085,31969,544448
2014,GCF_000953235.1,Mycoplasma capricolum subsp. capripneumoniae,2095,2093,2092,2085,31969,544448
2014,GCF_000953375.1,Mycoplasma capricolum subsp. capripneumoniae,2095,2093,2092,2085,31969,544448
2014,GCF_000767725.1,Mycoplasma hominis ATCC 27545,2098,2093,2092,2085,31969,544448
2014,GCF_000800785.1,Mycoplasma mycoides subsp. mycoides,2102,2093,2092,2085,31969,544448
2014,GCF_000733995.1,Mycoplasma pneumoniae M29,2104,2093,2092,2085,31969,544448
2014,GCF_000695835.1,Mycoplasma californicum,2113,2093,2092,2085,31969,544448
2014,GCF_000829335.1,Mycoplasma californicum HAZ160_1,2113,2093,2092,2085,31969,544448
2014,GCF_000517365.1,Spiroplasma mirum ATCC 29335,2144,2132,2131,186328,31969,544448
2014,GCF_000565195.1,Spiroplasma mirum ATCC 29335,2144,2132,2131,186328,31969,544448
2014,GCF_000763575.1,Thermoanaerobacter kivui,2325,1754,186814,68295,186801,1239
2014,GCF_000698805.1,Xylella fastidiosa subsp. sandyi Ann-1,2371,2370,32033,135614,1236,1224
2014,GCF_000698825.1,Xylella fastidiosa MUL0034,2371,2370,32033,135614,1236,1224
2014,GCF_000755785.1,Burkholderia mallei,13373,32008,119060,80840,28216,1224
2014,GCF_000755845.1,Burkholderia mallei,13373,32008,119060,80840,28216,1224
2014,GCF_000755865.1,Burkholderia mallei,13373,32008,119060,80840,28216,1224
2014,GCF_000755885.1,Burkholderia mallei,13373,32008,119060,80840,28216,1224
2014,GCF_000756025.1,Burkholderia mallei,13373,32008,119060,80840,28216,1224
2014,GCF_000762285.1,Burkholderia mallei NCTC 10247,13373,32008,119060,80840,28216,1224
2014,GCF_000695895.1,Bifidobacterium animalis,28025,1678,31953,85004,1760,201174
2014,GCF_000313175.2,Leptospira santarosai serovar Shermani str. LT 821,28183,171,170,1643688,203692,203691
2014,GCF_000756505.1,Ornithobacterium rhinotracheale ORT-UMN 88,28251,28250,49546,200644,117743,976
2014,GCF_000550765.1,Komagataeibacter xylinus E25,28448,1434011,433,204441,28211,1224
2014,GCF_000520895.1,Burkholderia pseudomallei MSHR511,28450,32008,119060,80840,28216,1224
2014,GCF_000521645.1,Burkholderia pseudomallei MSHR146,28450,32008,119060,80840,28216,1224
2014,GCF_000583835.1,Burkholderia pseudomallei MSHR520,28450,32008,119060,80840,28216,1224
2014,GCF_000755765.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2014,GCF_000755825.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2014,GCF_000755905.1,Burkholderia pseudomallei HBPUB10303a,28450,32008,119060,80840,28216,1224
2014,GCF_000755925.1,Burkholderia pseudomallei HBPUB10134a,28450,32008,119060,80840,28216,1224
2014,GCF_000755945.1,Burkholderia pseudomallei MSHR5858,28450,32008,119060,80840,28216,1224
2014,GCF_000755965.1,Burkholderia pseudomallei MSHR5848,28450,32008,119060,80840,28216,1224
2014,GCF_000756065.1,Burkholderia pseudomallei MSHR5855,28450,32008,119060,80840,28216,1224
2014,GCF_000756085.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2014,GCF_000756125.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2014,GCF_000756145.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2014,GCF_000756165.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2014,GCF_000756185.1,Burkholderia pseudomallei 576,28450,32008,119060,80840,28216,1224
2014,GCF_000764575.1,Burkholderia pseudomallei NAU35A-3,28450,32008,119060,80840,28216,1224
2014,GCF_000770395.1,Burkholderia pseudomallei MSHR62,28450,32008,119060,80840,28216,1224
2014,GCF_000770455.1,Burkholderia pseudomallei B03,28450,32008,119060,80840,28216,1224
2014,GCF_000770495.1,Burkholderia pseudomallei TSV 48,28450,32008,119060,80840,28216,1224
2014,GCF_000770515.1,Burkholderia pseudomallei K42,28450,32008,119060,80840,28216,1224
2014,GCF_000770535.1,Burkholderia pseudomallei A79A,28450,32008,119060,80840,28216,1224
2014,GCF_000953095.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2014,GCF_000188955.2,Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20,28901,590,543,91347,1236,1224
2014,GCF_000272815.2,Salmonella enterica subsp. enterica serovar Newport str. CVM N18486,28901,590,543,91347,1236,1224
2014,GCF_000280315.2,Salmonella enterica subsp. enterica serovar Enteritidis str. 77-1427,28901,590,543,91347,1236,1224
2014,GCF_000329365.2,Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0968,28901,590,543,91347,1236,1224
2014,GCF_000486405.2,Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-19,28901,590,543,91347,1236,1224
2014,GCF_000487575.2,Salmonella enterica subsp. enterica serovar Anatum str. ATCC BAA-1592,28901,590,543,91347,1236,1224
2014,GCF_000487615.2,Salmonella enterica subsp. enterica serovar Abony str. 0014,28901,590,543,91347,1236,1224
2014,GCF_000487775.1,Salmonella enterica subsp. enterica serovar Bredeney str. CFSAN001080,28901,590,543,91347,1236,1224
2014,GCF_000487915.2,Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640,28901,590,543,91347,1236,1224
2014,GCF_000612325.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000623055.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121175,28901,590,543,91347,1236,1224
2014,GCF_000623275.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110361,28901,590,543,91347,1236,1224
2014,GCF_000623295.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110360,28901,590,543,91347,1236,1224
2014,GCF_000623315.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110359,28901,590,543,91347,1236,1224
2014,GCF_000623335.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110358,28901,590,543,91347,1236,1224
2014,GCF_000623355.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110357,28901,590,543,91347,1236,1224
2014,GCF_000623375.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110356,28901,590,543,91347,1236,1224
2014,GCF_000626175.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110354,28901,590,543,91347,1236,1224
2014,GCF_000626195.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120008,28901,590,543,91347,1236,1224
2014,GCF_000626215.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100101,28901,590,543,91347,1236,1224
2014,GCF_000626235.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110221,28901,590,543,91347,1236,1224
2014,GCF_000626255.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090698,28901,590,543,91347,1236,1224
2014,GCF_000626295.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110355,28901,590,543,91347,1236,1224
2014,GCF_000626335.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111175,28901,590,543,91347,1236,1224
2014,GCF_000626355.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111174,28901,590,543,91347,1236,1224
2014,GCF_000626375.1,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111095,28901,590,543,91347,1236,1224
2014,GCF_000636135.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2014,GCF_000715155.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2014,GCF_000742815.1,Salmonella enterica subsp. enterica serovar Choleraesuis,28901,590,543,91347,1236,1224
2014,GCF_000743055.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2014,GCF_000750215.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000750255.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000750295.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000750335.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000750375.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000750435.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000750455.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000750475.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000750495.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000754375.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2014,GCF_000756465.1,Salmonella enterica subsp. arizonae serovar 62:z36:- str. RKS2983,28901,590,543,91347,1236,1224
2014,GCF_000828595.1,Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553,28901,590,543,91347,1236,1224
2014,GCF_000953495.1,Salmonella enterica subsp. enterica serovar Infantis,28901,590,543,91347,1236,1224
2014,GCF_000696015.1,Mycoplasma bovis CQ-W70,28903,2093,2092,2085,31969,544448
2014,GCF_000953215.1,[Clostridium] cellulosi,29343,NA,541000,186802,186801,1239
2014,GCF_000740355.1,Brucella melitensis bv. 3 str. Ether,29459,234,118882,356,28211,1224
2014,GCF_000740415.1,Brucella melitensis bv. 1 str. 16M,29459,234,118882,356,28211,1224
2014,GCF_000600055.1,Brucella suis bv. 1 str. S2,29461,234,118882,356,28211,1224
2014,GCF_000698245.1,Brucella suis bv. 2,29461,234,118882,356,28211,1224
2014,GCF_000698285.1,Brucella suis bv. 2,29461,234,118882,356,28211,1224
2014,GCF_000698325.1,Brucella suis bv. 2,29461,234,118882,356,28211,1224
2014,GCF_000698345.1,Brucella suis bv. 2,29461,234,118882,356,28211,1224
2014,GCF_000699025.1,Brucella suis bv. 2,29461,234,118882,356,28211,1224
2014,GCF_000740235.1,Brucella suis,29461,234,118882,356,28211,1224
2014,GCF_000740255.1,Brucella suis bv. 3 str. 686,29461,234,118882,356,28211,1224
2014,GCF_000740435.1,Brucella suis,29461,234,118882,356,28211,1224
2014,GCF_000696465.1,Pectobacterium atrosepticum,29471,122277,1903410,91347,1236,1224
2014,GCF_000740965.1,Pectobacterium atrosepticum,29471,122277,1903410,91347,1236,1224
2014,GCF_000772105.1,Vibrio tubiashii ATCC 19109,29498,662,641,135623,1236,1224
2014,GCF_000741005.1,Borreliella afzelii Tom3107,29518,64895,1643685,136,203692,203691
2014,GCF_000691545.1,Borreliella garinii SZ,29519,64895,1643685,136,203692,203691
2014,GCF_000828855.1,Mycoplasma canadense,29554,2093,2092,2085,31969,544448
2014,GCF_000517565.1,Desulfurella acetivorans A63,33002,33001,117942,213113,28221,1224
2014,GCF_000800295.1,Parvimonas micra,33033,543311,1570339,1737405,1737404,1239
2014,GCF_000175575.2,Acidithiobacillus caldus ATCC 51756,33059,119977,225058,225057,1807140,1224
2014,GCF_000747585.1,Melissococcus plutonius S1,33970,33969,81852,186826,91061,1239
2014,GCF_000632985.1,Neorickettsia helminthoeca str. Oregon,33994,33993,942,766,28211,1224
2014,GCF_000829355.1,Candidatus Liberibacter asiaticus str. Ishi-1,34021,34019,82115,356,28211,1224
2014,GCF_000734055.1,Riemerella anatipestifer CH3,34085,34084,49546,200644,117743,976
2014,GCF_000953195.1,Acholeplasma oculi,35623,2147,2146,186329,31969,544448
2014,GCF_000612485.1,Bordetella holmesii ATCC 51541,35814,517,506,80840,28216,1224
2014,GCF_000765395.1,Bordetella holmesii 44057,35814,517,506,80840,28216,1224
2014,GCF_000517305.1,Pseudomonas cichorii JBC1,36746,286,135621,72274,1236,1224
2014,GCF_000277775.2,Mycobacteroides abscessus subsp. massiliense str. GO 06,36809,670516,1762,85007,1760,201174
2014,GCF_000497265.2,Mycobacteroides abscessus subsp. massiliense CCUG 48898 = JCM 15300,36809,670516,1762,85007,1760,201174
2014,GCF_000691585.1,Brucella canis,36855,234,118882,356,28211,1224
2014,GCF_000740335.1,Brucella canis,36855,234,118882,356,28211,1224
2014,GCF_000756045.1,Paraburkholderia xenovorans LB400,36873,1822464,119060,80840,28216,1224
2014,GCF_000523235.1,Nocardia nova SH22a,37330,1817,85025,85007,1760,201174
2014,GCF_000224005.2,Marichromatium purpuratum 984,37487,85076,1046,135613,1236,1224
2014,GCF_000599545.1,Rhodococcus opacus PD630,37919,1827,85025,85007,1760,201174
2014,GCF_000550805.1,Corynebacterium vitaeruminis DSM 20294,38305,1716,1653,85007,1760,201174
2014,GCF_000612765.1,Bartonella henselae,38323,773,772,356,28211,1224
2014,GCF_000612965.1,Bartonella henselae,38323,773,772,356,28211,1224
2014,GCF_000968175.1,Xenorhabdus poinarii G6,40577,626,1903414,91347,1236,1224
2014,GCF_000828835.1,Thioploca ingrica,40754,40751,135617,72273,1236,1224
2014,GCF_000661895.1,Rubrobacter radiotolerans,42256,42255,84997,84996,84995,201174
2014,GCF_000525635.1,Kutzneria albida DSM 43870,43357,43356,2070,85010,1760,201174
2014,GCF_000756615.1,Paenibacillus durus,44251,44249,186822,1385,91061,1239
2014,GCF_000524555.1,Mycoplasma bovoculi M165/69,45362,2093,2092,2085,31969,544448
2014,GCF_000807295.1,Borrelia miyamotoi,47466,138,1643685,136,203692,203691
2014,GCF_000521725.1,Bibersteinia trehalosi USDA-ARS-USMARC-188,47735,476528,712,135625,1236,1224
2014,GCF_000521745.1,Bibersteinia trehalosi USDA-ARS-USMARC-189,47735,476528,712,135625,1236,1224
2014,GCF_000521765.1,Bibersteinia trehalosi USDA-ARS-USMARC-190,47735,476528,712,135625,1236,1224
2014,GCF_000709535.1,Salmonella bongori serovar 48:z41:-- str. RKS3044,54736,590,543,91347,1236,1224
2014,GCF_000723165.1,Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628,55508,29580,75682,80840,28216,1224
2014,GCF_000512895.1,Dehalobacter restrictus DSM 9455,55583,56112,186807,186802,186801,1239
2014,GCF_000786425.1,Vibrio anguillarum,55601,662,641,135623,1236,1224
2014,GCF_000567905.1,Burkholderia thailandensis H0587,57975,32008,119060,80840,28216,1224
2014,GCF_000567925.1,Burkholderia thailandensis 2002721723,57975,32008,119060,80840,28216,1224
2014,GCF_000567945.1,Burkholderia thailandensis E444,57975,32008,119060,80840,28216,1224
2014,GCF_000706745.1,Burkholderia thailandensis USAMRU Malaysia #20,57975,32008,119060,80840,28216,1224
2014,GCF_000764595.1,Burkholderia thailandensis MSMB59,57975,32008,119060,80840,28216,1224
2014,GCF_000765375.1,Burkholderia thailandensis E254,57975,32008,119060,80840,28216,1224
2014,GCF_003568605.1,Burkholderia thailandensis E264,57975,32008,119060,80840,28216,1224
2014,GCF_000724605.1,Actinotignum schaalii,59505,1653174,2049,2037,1760,201174
2014,GCF_000830885.1,Dehalococcoides mccartyi CG5,61435,61434,1202464,1202465,301297,200795
2014,GCF_000830905.1,Dehalococcoides mccartyi CG4,61435,61434,1202464,1202465,301297,200795
2014,GCF_000830925.1,Dehalococcoides mccartyi CG1,61435,61434,1202464,1202465,301297,200795
2014,GCF_000632395.1,Enterobacter asburiae L1,61645,547,543,91347,1236,1224
2014,GCF_000757785.1,Pluralibacter gergoviae,61647,1330546,543,91347,1236,1224
2014,GCF_000739475.1,Borreliella valaisiana Tom4006,62088,64895,1643685,136,203692,203691
2014,GCF_000742855.1,Bacillus pseudomycoides,64104,1386,186817,1385,91061,1239
2014,GCF_000767415.1,Corynebacterium ulcerans,65058,1716,1653,85007,1760,201174
2014,GCF_000767645.1,Corynebacterium ulcerans,65058,1716,1653,85007,1760,201174
2014,GCF_000767685.1,Corynebacterium ulcerans FRC11,65058,1716,1653,85007,1760,201174
2014,GCF_000769635.1,Corynebacterium ulcerans,65058,1716,1653,85007,1760,201174
2014,GCF_000689415.1,Pseudomonas knackmussii B13,65741,286,135621,72274,1236,1224
2014,GCF_000568815.1,Sulfurospirillum multivorans DSM 12446,66821,57665,72294,213849,29547,1224
2014,GCF_000695235.1,Streptomyces albulus,68570,1883,2062,85011,1760,201174
2014,GCF_000257545.3,Pseudomonas mandelii JR-1,75612,286,135621,72274,1236,1224
2014,GCF_000612685.1,Castellaniella defragrans 65Phen,75697,359336,506,80840,28216,1224
2014,GCF_000512735.1,Thermocrinis ruber,75906,75905,64898,32069,187857,200783
2014,GCF_000468615.2,Cellulophaga baltica 18,76594,104264,49546,200644,117743,976
2014,GCF_000477035.2,Cellulophaga baltica NN016038,76594,104264,49546,200644,117743,976
2014,GCF_000953315.1,Wolbachia endosymbiont of Drosophila simulans wAu,77038,953,942,766,28211,1224
2014,GCF_000530755.1,Wolbachia endosymbiont of Onchocerca volvulus str. Cameroon,77551,953,942,766,28211,1224
2014,GCF_000953695.1,Aliivibrio wodanis,80852,511678,641,135623,1236,1224
2014,GCF_000953735.1,Moritella viscosa,80854,58050,267891,135622,1236,1224
2014,GCF_000952935.1,Chlamydia abortus,83555,810,809,51291,204429,204428
2014,GCF_000709455.1,Chlamydia muridarum str. Nigg 2 MCR,83560,810,809,51291,204429,204428
2014,GCF_000767405.1,Chlamydia muridarum,83560,810,809,51291,204429,204428
2014,GCF_000767445.1,Chlamydia muridarum,83560,810,809,51291,204429,204428
2014,GCF_000772145.1,Chlamydia muridarum,83560,810,809,51291,204429,204428
2014,GCF_000830945.1,Chlamydia muridarum str. Nigg3 CMUT3-5,83560,810,809,51291,204429,204428
2014,GCF_000830965.1,Chlamydia muridarum str. Nigg CM972,83560,810,809,51291,204429,204428
2014,GCF_000521655.1,Mannheimia varigena USDA-ARS-USMARC-1296,85404,75984,712,135625,1236,1224
2014,GCF_000521685.1,Mannheimia varigena USDA-ARS-USMARC-1388,85404,75984,712,135625,1236,1224
2014,GCF_000521695.1,Mannheimia varigena USDA-ARS-USMARC-1312,85404,75984,712,135625,1236,1224
2014,GCF_000689355.1,Bartonella tribocorum,85701,773,772,356,28211,1224
2014,GCF_000730245.1,endosymbiont of Acanthamoeba sp. UWC8,86106,NA,44746,1921002,28211,1224
2014,GCF_000756005.1,Burkholderia multivorans,87883,32008,119060,80840,28216,1224
2014,GCF_000742835.1,Candidatus Paracaedibacter acanthamoebae,91604,1521255,1777752,1921002,28211,1224
2014,GCF_000227665.2,Thiomicrospira aerophila AL3,92245,933,135616,72273,1236,1224
2014,GCF_000590495.2,Pandoraea pnomenusa 3kgm,93220,93217,119060,80840,28216,1224
2014,GCF_000236215.2,Burkholderia cenocepacia H111,95486,32008,119060,80840,28216,1224
2014,GCF_000755725.1,Burkholderia cenocepacia,95486,32008,119060,80840,28216,1224
2014,GCF_000764955.1,Burkholderia cenocepacia,95486,32008,119060,80840,28216,1224
2014,GCF_000953135.1,Legionella fallonii LLAP-10,96230,445,444,118969,1236,1224
2014,GCF_000739395.1,Flavobacterium psychrophilum,96345,237,49546,200644,117743,976
2014,GCF_000754365.1,Flavobacterium psychrophilum FPG101,96345,237,49546,200644,117743,976
2014,GCF_000754405.1,Flavobacterium psychrophilum FPG3,96345,237,49546,200644,117743,976
2014,GCF_000767095.1,Flavobacterium psychrophilum,96345,237,49546,200644,117743,976
2014,GCF_000831185.1,Flavobacterium psychrophilum,96345,237,49546,200644,117743,976
2014,GCF_000831205.1,Flavobacterium psychrophilum,96345,237,49546,200644,117743,976
2014,GCF_000831225.1,Flavobacterium psychrophilum,96345,237,49546,200644,117743,976
2014,GCF_002370525.2,Acinetobacter guillouiae,106649,469,468,72274,1236,1224
2014,GCF_000227685.2,Thioalkalivibrio paradoxus ARh 1,108010,106633,72276,135613,1236,1224
2014,GCF_000525655.1,Corynebacterium falsenii DSM 44353,108486,1716,1653,85007,1760,201174
2014,GCF_000740275.1,Brucella pinnipedialis,120576,234,118882,356,28211,1224
